,indice_Termini_Diretti,indice_Alimentari,indice_Energia,indice_Abitazione,indice_Trasporti,indice_Politiche_Economiche,indice_Aspettative_Consumatori,indice_Sanita,indice_Ricreazione,indice_globale,indice_Inflazione_Aggregato
2007-08-01,-1.4598883841801868,-1.1482445803154133,-1.710896621416351,-2.5024210957049284,-1.7733113973405987,-0.8979807609328772,-0.20931990306983903,-0.8580498257685539,-0.9628333137516883,-3.823772724245771,-0.6088516225939501
2007-09-01,-0.1315513197238844,-0.6733480210790791,-1.5681744203056371,-1.2187396691293326,-1.077870887190596,-0.8979807609328772,-0.5742827134295279,-1.6479845267571727,-1.935789618339414,-3.2906805503665404,-0.15501838900340723
2007-10-01,-1.3915011299684559,-1.269850149189391,-1.5681744203056371,-1.3585527618309985,-1.193165935185365,-0.6464049443497963,-1.7132642596664556,-1.6479845267571727,-1.9075206853677331,-4.258272271304909,-0.2924763004162411
2007-11-01,-1.3372803559306867,-0.7131051648103471,-1.4527091779136174,-1.1200725656723671,-2.2503020914089378,-0.6813302438260027,-0.47461030985516084,-1.0378911707199059,-1.6261112800653916,-3.5069772854742567,-0.14751362537238474
2007-12-01,-1.923309131964464,-1.9125395073249412,-1.4527091779136174,-1.2039604212933668,-2.0735377623008167,-0.8979807609328772,-0.8767553612259894,-1.802363457399768,-1.4827817655963513,-4.509673268394204,0.19395657574789696
2008-01-01,0.3318694280603927,-1.533688087492653,-1.4527091779136174,-0.47150906011128735,-1.7194856304591815,-0.3232398015515371,1.059605413605874,-0.8885797607096197,-1.9075206853677331,-2.496670566109977,1.0515646810416766
2008-02-01,0.23263595494992556,-1.702068156703076,-0.8272533324391034,-0.952296854430368,-1.9715028534168797,-0.8263914347176986,-0.2752655027064269,-2.2278607428351433,-1.2744965016363465,-3.4247333346708366,0.7005708550575919
2008-03-01,-1.8351841326883906,-1.365895288593437,-1.2979412875257323,-0.952296854430368,-1.383452140217014,-0.8263914347176986,1.5489886180727355,-1.154317799888321,-0.709692841421028,-2.586066394345096,0.278048600527577
2008-04-01,-0.866892738608957,-1.146490241164119,-1.3556739087217424,-0.443546441570954,-1.2949391072566052,0.03456301832578304,-0.47461030985516084,-1.3580464187181875,-0.9628333137516883,-2.7829327445336,0.3669522455722046
2008-05-01,-0.5908304632112203,-1.8271824038796425,-1.2217786931295778,-1.6715648449080802,-1.985024729340408,-0.6078583791494854,-0.2058644659964783,-1.3023668644501347,-0.9628333137516883,-3.5914352148829805,0.2524593588599576
2008-06-01,0.07860290406656645,-1.2805381851481386,-1.2795113143255878,-0.8124837617287022,-1.8805292279833916,-0.6794477053646639,0.6128073160579027,-1.802363457399768,-1.3310343675797083,-2.936321984280954,0.565543447130024
2008-07-01,-1.8012799074500867,-2.437293975940084,-1.1824760451337126,-0.967076102266334,-1.9100335723035278,-1.4744604475769831,-0.9764277648003564,-1.122838314480552,-0.41461592893534455,-3.9136102100993573,0.5649730708003772
2008-08-01,-1.7698548848162274,-2.0803323062241574,-1.455432146342749,-1.636879434094465,-1.615251865914862,-1.689228426222519,-1.3751173790978244,-1.4872757300337958,-1.0193711796950502,-4.522592706232469,-0.005551830143441068
2008-09-01,-0.7898762131672775,-1.7014808863918687,-1.0854407759418374,-0.9243342358900348,-0.6963505842316846,-1.1843380657935916,0.9812255634909524,-1.5429552843018488,-1.8792517523960521,-2.901977589430463,0.5649730708003772
2008-10-01,-1.2310800132827668,-1.3214623977194935,-1.2217786931295778,-0.5833595342726201,-1.31118331246591,-0.6813302438260027,-0.25742838632034226,-1.2810133508877743,-1.4493114660455513,-3.076150828426787,0.5511042961976257
2008-11-01,-1.1312677364371768,-1.1844930457440925,-1.145896365566979,-1.8673031746904125,-1.6784955834183772,-1.0411594133632343,0.4615709921596721,-1.753013769212497,-1.1679020607432098,-3.478681238347356,0.03999938269938695
2008-12-01,-1.1312677364371768,-1.4892551966187093,-1.2217786931295778,-1.8737637531214981,-1.901008462055939,-0.41352512439518435,-2.1119538739639236,-2.0617716304976876,-1.2296412932656908,-4.603796395131647,0.010203876501071863
2009-01-01,-1.1768592392449975,-2.3412488365360375,-1.2613616079589987,-0.47150906011128735,-1.5469563302143035,-0.5381515913956456,-1.54419081938214,-1.2784795905716198,-0.709692841421028,-3.681857280413289,0.8005917851433013
2009-02-01,-1.0431427371611037,-2.3014916928047695,-1.2009060183338571,-0.49947167865162045,-1.9715028534168797,-0.8979807609328772,-1.0761001683747236,-1.0961044853041133,-0.9345643807800075,-3.6882901307464975,0.17052290681084517
2009-03-01,-1.7895926298805702,-1.5734452312239209,-1.060906785652275,-0.35965858594995453,-2.0010071977370156,-0.68118643262743,-0.9764277648003564,-1.0492885574329969,-0.9345643807800075,-3.396955442654771,0.03999938269938695
2009-04-01,-0.9550177378850303,-1.9623974167037492,-1.3556739087217424,-0.6820266377295855,-1.31118331246591,-0.8960982224715384,-1.1757725719490906,-1.6479845267571727,-1.2744965016363465,-3.813510595260759,-0.30691545134863935
2009-05-01,-0.9007969638472612,-2.2143802502081766,-1.5104417991096273,-1.776692526796131,-1.0296617451880756,-0.8979807609328772,-1.54419081938214,-1.43539228153037,-0.6814239084493471,-4.097743219951132,-0.28554191311486543
2009-06-01,-0.9550177378850303,-2.4782181885114385,-1.5104417991096273,-1.0789265764276668,-1.471965173177423,-0.39120786204261093,-1.2754449755234574,-1.4379260418465245,-0.9911022467233692,-4.0770990621939855,-0.14751362537238474
2009-07-01,-1.1768592392449975,-1.9623974167037492,-1.5104417991096273,-0.35965858594995453,-1.3084609831801337,-1.3293992566852872,-1.2754449755234574,-0.39396348337406484,-0.9911022467233692,-3.3101653093343097,-0.5355997783901878
2009-08-01,-2.222167158766111,-1.61612378294657,-1.2979412875257323,-1.6156396078274138,-1.2066878111088937,-1.6176391000073405,-2.2116262775382904,-1.4872757300337958,-0.9628333137516883,-4.496738037632179,-0.5873413728623892
2009-09-01,-1.2421884871171607,-1.8372831695271825,-1.4134065299177523,-0.5274342971919537,-0.8580803378388104,-1.25592739200877,-0.4567731934690762,-1.2530171762628635,-1.4210425330738703,-3.3557699256658915,-0.4825438019163373
2009-10-01,-1.0659384885650138,-1.6665689626365856,-1.5681744203056371,-0.6952100084339528,-1.2976614365423815,-0.8263914347176986,-1.643863222956507,-1.0935707249879587,-1.6261112800653916,-3.845708570887269,-0.5425341656915634
2009-11-01,-1.264984238521071,-1.9286525617885528,-1.0974864652190084,-1.8737637531214981,-1.4289389529337582,-0.8979807609328772,-1.1757725719490906,-1.540421523985694,-0.5465605345845297,-3.9607677378152264,-0.41490978930183603
2009-12-01,-2.2986048804726678,-1.3629738806020557,-1.0974864652190084,-2.7048822177605425,-1.9527980557344957,-0.6832127822873415,-1.1757725719490906,-1.9567423880423636,-0.5517619011636489,-4.585600513577607,-0.49698295284873534
2010-01-01,-1.264984238521071,-1.4483309840473544,-0.9215656332018467,-1.2811254846410844,-0.999895664055242,-0.5381515913956456,-0.9764277648003564,-1.355512658402033,-0.20341189675970733,-3.01398568047882,0.22994289425642453
2010-02-01,-1.724263382008407,-1.9713311135112022,-1.0004511960271332,-0.6113221528129532,-1.222408542692804,-0.46656226518046695,-0.9764277648003564,-1.5378877636695392,-0.4000145031470059,-3.365949430008718,-0.31499276501977413
2010-03-01,-1.1540634878410874,-1.2378596334254892,-1.0974864652190084,-0.5274342971919537,-1.1263782219818979,-1.1862206042549301,-0.35710078989470917,-1.540421523985694,-1.1113641947998483,-3.0258208183062925,-0.5129096844442991
2010-04-01,-1.1540634878410874,-1.7092475143592347,-0.9820212228269884,-0.49947167865162045,-1.5879463772551075,-0.6832127822873415,-0.35710078989470917,-0.8555160654523992,-0.9345643807800075,-2.9391547457133753,-0.483114178245984
2010-05-01,-1.430125763238824,-1.5307666795012718,-1.3556739087217424,-1.1133497733990854,-0.8686181476638655,0.10615234454096159,-1.0761001683747236,-1.2530171762628635,-0.9628333137516883,-3.357702324704271,-0.49004856554735965
2010-06-01,-1.1540634878410874,-2.0981996998390633,-1.4134065299177523,-0.38762120449028775,-1.5424595645383634,-0.18020496031975267,-1.643863222956507,-1.1734503481162957,-0.9628333137516883,-3.703692767697331,-0.5355997783901878
2010-07-01,-1.3420007639627505,-1.930406900939847,-1.3556739087217424,-0.3316959674096213,-1.3039642175041941,-1.0411594133632343,-0.4567731934690762,-0.7228034433539334,-0.9628333137516883,-3.1219625940271083,-1.0650773503072877
2010-08-01,-1.8351841326883906,-1.6268118189053176,-1.0827178075127055,-0.8963716173497017,-1.0001574008679395,-1.546049773792162,-0.7076819209416739,-1.6973342149444441,-0.9345643807800075,-3.601295972859229,-0.7775803299943751
2010-09-01,-1.0431427371611037,-1.6250574797540231,-1.2952183190966007,-0.443546441570954,0.025013818562417953,-0.9695700871480557,0.2622261850109382,-0.9391917943453633,-1.0811104122175312,-2.3622617906144248,-0.6799920771043975
2010-10-01,-0.7103804851211527,-1.3629738806020557,-1.4711391511137621,-2.0283560936591294,-0.694314411028824,-0.6095971064122514,-0.08835494603602669,-1.2011337277594374,-0.8279699398868708,-3.1368546723678934,-0.633029297203004
2010-11-01,-1.40260960380285,-0.898765357324469,-1.316371260725877,-0.6113221528129532,-1.617450721575244,-0.14557619376579325,0.2622261850109382,-1.2011337277594374,-0.79970100691519,-2.676593568893917,-0.5734725982596378
2010-12-01,-1.2349888764806518,-1.0238796045010354,-1.2374856979005906,-1.9296889902021646,-1.7649724431759255,-0.4706238750253914,-0.4567731934690762,-1.4630756611735118,-0.006761033315788419,-3.2845552608348347,-0.5734725982596378
2011-01-01,-1.0659384885650138,-0.9829553919296806,-0.8638330120058368,-0.443546441570954,-0.47153979557856496,-0.43207730982508036,-0.35710078989470917,-0.9910752428487891,0.16478915706831251,-1.8195263707539489,-0.15700033239161928
2011-02-01,-0.9550177378850303,-1.0256339436523298,-0.8061003908098269,-0.443546441570954,-1.161625417662368,-0.4501891511341566,-0.25742838632034226,-0.8835122400773103,-1.1113641947998483,-2.38007916631223,-0.3679470094004428
2011-03-01,-1.1540634878410874,-0.9812010527783862,-0.748367769613817,-0.4155838230306209,-0.8255919274202006,-0.6649571297796923,-0.25742838632034226,-0.9885414825326345,-0.5946322599236685,-2.1617029641187493,-0.4375998832477247
2011-04-01,-1.50449268279691,-1.1507481908288963,-0.8061003908098269,-0.4155838230306209,-0.5735747044625025,-0.6649571297796923,-0.4567731934690762,-0.9605453079077234,-0.8780265148366456,-2.4061609834683457,-0.5873413728623892
2011-05-01,-1.3420007639627505,-1.3719075774095086,-0.8061003908098269,-0.30373334886928816,-0.7801051147034566,-0.5933678035645138,0.7303168360183547,-0.6517874466225326,-0.36976072056468906,-1.8151491032033733,-0.550038929322586
2011-06-01,-1.3282426842447634,-1.3719075774095086,-0.8272533324391034,0.5553477343100899,-0.7210964260631839,0.19599732326378932,-0.35710078989470917,-1.0378911707199059,-0.9628333137516883,-2.0997198166335442,-0.5350294020605411
2011-07-01,-1.1657507654106039,-1.4970218245860754,-1.0642878343125608,-0.13595763762728905,-0.4235923903887418,0.9763585421606042,-0.35710078989470917,-0.5190748245240668,-0.3414917875930082,-1.8604926460788795,-0.6273697654624067
2011-08-01,-1.0887342399689244,-0.898765357324469,-1.006555213116551,-0.21984549324828864,-0.2468280612806212,2.4216022320838335,-0.4567731934690762,-0.6241040669793909,-0.9062954478083265,-1.64286972108433,-0.6869264644057732
2011-09-01,-1.0431427371611037,-0.898765357324469,-1.1220204555085707,-0.30373334886928816,0.7301340161472157,2.845755547167522,0.1109898611127073,-0.5747543787921197,-0.8279699398868708,-1.1000941586776647,-0.5653952845885029
2011-10-01,-1.0431427371611037,-0.8560868056018197,-0.849064354299534,-0.49947167865162045,-0.5308102210315347,1.5809386917330142,-0.4567731934690762,-0.9391917943453633,-0.79970100691519,-1.926699796719118,-0.6135009908596554
2011-11-01,-1.0659384885650138,-0.5169925295007994,-0.7090651216179517,-1.197237629020085,-1.0968738776617615,10.0633164382544,-0.4567731934690762,-0.9391917943453633,-0.17835948075650987,-1.0045487406154896,0.11053254303561896
