,indice_Termini_Diretti,indice_Alimentari,indice_Energia,indice_Abitazione,indice_Trasporti,indice_Politiche_Economiche,indice_Aspettative_Consumatori,indice_Sanita,indice_Ricreazione,indice_globale
2011-06-01,-1.0869267756573038,-1.0038518723369305,-0.9408096102607347,0.6006976534292064,-0.9882144008142485,-0.2780658709489506,-0.5581812499539562,-1.1494392753964529,-1.001207063220934,-2.1407215722811666
2011-07-01,-1.3238041191152616,-1.3617950318130052,-1.2218088852533011,-0.11780671424753938,-1.0362072178962884,-0.04367262338613137,-0.5888857896369268,-0.7027403016309325,-0.33027624527933847,-2.3312815675848078
2011-08-01,-1.2601686106855214,-0.8757874597390216,-1.16277921544087,-0.9211759763803568,-0.4970638458122604,-0.6643905465856254,-0.1755432201485165,-0.8098367702941531,-1.3246632643009433,-2.4259882982106893
2011-09-01,-1.269119258357443,-0.8749075221089879,-1.2734872445852736,-0.31086666423990233,0.17794108079218904,-0.6668769056903631,-0.044214053038421776,-0.6068167240684763,-0.6977204757534322,-1.7081239851898438
2011-10-01,-1.2890975048942133,-0.831286898959457,-1.0245414893972338,-0.5039266142322655,-0.6587304293791268,-0.44347473929959347,-0.7120977204754205,-0.9819976567730843,-0.6977204757534322,-2.317532903422669
2011-11-01,-0.9429390612355076,-0.47559770064410667,-0.632690964682447,-1.2743677408934668,-1.260720679989935,-1.934277547537405,-0.3287794050333935,-0.9586398908945084,0.031795422997966984,-2.1809526495948646
2011-12-01,-1.3682243205249658,0.13271164381861214,-0.008883177076649318,-1.3184118014853266,-1.1894076997156273,-1.449613672040847,0.3125943760787568,-1.1494416551457165,1.246645275429668,-1.2259921772210116
2012-01-01,-1.0134212623376946,-0.6045420508720492,-0.05147790148337897,-0.9985678123329481,-0.6445657601639884,-0.9777010675285951,0.3514161520333286,-0.46663456274897674,-0.33326078368761836,-1.307293551858935
2012-02-01,-0.9117730253257219,-0.57300127530251,-0.3613288715064513,-0.37714257507224996,-1.1628012288135745,-1.1437036164238814,-0.4844602809582917,-0.6567473624842496,-0.624439905954446,-1.819429177094915
2012-03-01,-0.3330230695086527,-0.22659446771646777,-0.1178588817762685,-0.2779385287682863,-0.8970432179600683,-0.8458319782186652,-0.4826958755548577,-0.4842586973456794,-0.5658302157512766,-1.216171756746155
2012-04-01,-1.054249083638807,-0.3652181318747802,-0.5531205019046614,-0.9211759763803568,-0.7231659036075396,-1.2613398270728637,-0.6524530465129131,-0.9880924739112537,-0.34785783510333723,-1.992925472255442
2012-05-01,-1.1125566669671898,-0.360818443724612,-0.5883639158309327,0.8260820066008229,-0.4143681025230953,-1.118360372096339,-0.5603394274640012,-0.7203668159768989,-0.6537570557527136,-1.2373722743395277
2012-06-01,-0.9009854951473594,-0.31719782057508106,-0.4703045762060705,0.4726896514687532,-0.2667840810205015,-1.1268749837543175,-0.5296348877810306,-0.6725701064001222,-0.5921874365346302,-1.1508260908638928
2012-07-01,-0.7765757680676805,-0.5395429805123209,-0.4940908320922303,-0.5350560763956308,-0.33305153908365825,-1.4215490960117383,-0.10778130991440808,-0.30924626981368664,-0.3156053656835215,-1.252877975000558
2012-08-01,-1.150601244737366,-0.2766139335167131,-0.3833828029478266,-0.6618401155556463,0.2866474485055496,-1.3527554178552887,-0.21436499610308837,-0.601049685589946,-0.6390615667635308,-1.2459933753201324
2012-09-01,-1.0434615534604443,-0.19265315849730683,-0.4940908320922303,-0.9487559692364086,1.324763933137148,-1.4539985590779296,-0.198130523559886,-0.5885036249558383,0.3553254522580741,-0.6688612543958292
2012-10-01,-1.2342986506891493,-0.18737353271710502,-0.7654529252682261,-1.0701918657808598,-0.12608259966667962,-0.7516950557346735,-0.6199841014265085,-0.394427557172129,0.3846179926629758,-1.3727585659716748
2012-11-01,-1.3062925079000474,0.02617225091979833,-0.6638285310490653,-1.086655933516668,-0.4603500295448647,-0.7977412435721971,-0.49853657599144896,-0.5647846732209663,0.6758463337165352,-1.3298019966430192
2012-12-01,-1.550656871911591,0.19193700249748158,-0.7892391811543858,-1.2134399726766834,-0.6420804110693545,-1.0410520822819112,1.0935117571255895,-1.1490804692894203,0.5288403272591718,-1.245198161230589
2013-01-01,-0.8590015865972385,-0.05490943196902802,-0.2957642622204382,-0.9598718943566525,-0.5242977232102445,-0.6117125360595514,0.3906317000945115,-0.14465619224337967,-0.24234940527790136,-0.8887932913731985
2013-02-01,-1.054249083638807,0.25325354094728025,-0.5965315973182675,-0.2302516015596628,-0.7822991459630203,-0.8495056984126896,-0.44524473289710886,-0.3110500402437805,-0.5658056063579106,-1.2185847485418508
2013-03-01,-1.0998572214854634,0.1928169401275152,-0.49490720309910674,-0.8935959835243049,-0.5711587322868491,-0.6744698702682241,-0.6895104170640509,-0.5054849141345223,-0.4925004271655583,-1.4948488240976485
2013-04-01,-0.9694402807729658,0.5544374940843074,-0.8244825950806571,-0.7943919372203413,-0.6432122190747894,-0.5629450165204612,-0.451597563765276,-0.41025030108800153,-0.31856529469843553,-1.26351813762544
2013-05-01,-0.7411133257922767,0.24011495775776368,-0.4285262228062172,-0.09022672139148752,-0.3473036695559691,-0.7493749053258931,-0.5603394274640012,-0.4339692528228737,-0.07132498303896065,-0.8235286934102323
2013-06-01,-1.0182708819955337,0.10853079463972035,-0.8908635753735467,-0.007486742823331934,-0.132655215086249,-1.0219376811540029,-0.644335810241312,-0.33476899197865256,-0.27164194568280303,-1.0839698589941844
2013-07-01,-1.183910196296949,-0.06931380451795484,-0.7965904916348444,-0.5515201441314388,-0.370705939899103,-0.9354036128385388,-0.736449429290224,-0.1956961779052641,-0.5774919475454474,-1.4854249606989252
2013-08-01,-1.5066758903468622,-0.06707091482891593,-0.8629714719277338,-0.5679842118672468,0.422617636092034,-0.9352030221921456,-0.2080121652349212,-0.7016925310079647,-0.5950735373694463,-1.3407468897375188
2013-09-01,-1.3590639466285306,0.31615629410686724,-0.7302095113419548,-0.1618507748393993,1.9861912663380668,-1.05327479608435,-0.22883506324285666,-0.28483835356287934,0.369996331853891,0.040603946421162364
2013-10-01,-0.8110797675265942,0.5132174045843985,-0.7228582008614963,-0.22812668567174685,0.05108605649851078,-0.6775842918680411,-0.5185474246771808,-0.34449691875635574,0.6758463337165352,-0.4736381038248033
2013-11-01,-0.9066371399204753,1.0768473902880618,-0.6564772205686068,-0.29440259650409434,-0.3114905903927564,-0.4427880648163053,-1.162079383299376,-0.1741398027075184,0.9641147457551807,-0.4244935212002047
2013-12-01,-0.8759103238556653,0.9405482510986842,-0.6212338066423356,-1.1142359263727197,-0.4340877295617652,-0.6690696802100626,-0.3459662336578262,-0.6028534560200398,1.3194277681823467,-0.6082607013403568
2014-01-01,0.14790052302549767,0.8950816614611763,-0.12775888770838792,-0.1124585716319752,-0.05975363911030897,-0.23437644089886372,-0.2891455797566181,0.12952308893617703,0.7784194439204231,0.4610064756627463
2014-02-01,-0.2665972060855977,0.3291160793168928,-0.36214524251332775,-0.12892263936778323,-0.1699964378495759,-0.5028665406683833,-0.9340481716756363,0.07022570959899684,0.19307666097848822,-0.4313446150601797
2014-03-01,-0.505825684691895,1.2386093769166389,-0.4285262228062172,-0.0350667356793838,-0.1718377595018079,-0.5344042462451235,0.18354508814067513,-0.04873023493165984,-0.23061384530363252,0.09782025352396627
2014-04-01,-0.9053655524982505,1.2394893145466725,-0.48847184605655647,0.69990169973317,-0.354134045029015,-0.7901727713541056,-0.5439832532588309,0.08208518546643286,-0.05471094651402635,0.02758432736617026
2014-05-01,-0.8989580796707788,1.2009090379368643,-0.6564772205686068,0.06413731062457981,-0.09500081427080426,-0.7756299071428863,-0.8662862614415278,0.5984984298627719,0.10512521158368512,-0.03042698385236605
2014-06-01,-0.7586249370074909,0.28301328723784397,-0.7228582008614963,0.24073319288113482,-0.24644208158877726,-0.9102953411078255,-0.975028125140253,-0.06668452793726524,-0.21300764608626763,-0.8168871404497989
2014-07-01,-0.7138881273884065,0.5778800330040527,-0.7965904916348444,1.1634134356704875,0.10435116297834247,-0.7004067951404098,-0.5079999404508916,0.30849878451660623,-0.609744416965263,-0.05991261856063198
2014-08-01,-0.7296960427987991,1.1052653385385283,-0.8565361148851834,0.3213482555613744,0.6798785523311773,-0.7151502499980221,-0.5514101418701965,-0.28156405003037804,-0.46318327736729065,-0.17204733045850454
2014-09-01,-0.6579316792083632,1.1914690032469732,-0.6212338066423356,0.8213375962776213,2.388094067288973,-1.0795297979013434,-0.5821146815531671,0.1600568497725472,0.4408888778643688,1.1658578109855935
2014-10-01,-0.650768378326536,1.7648754655806016,-0.6212338066423356,0.7110176248534138,0.406832327916732,-0.7445317884337188,-1.0814150449701674,0.2671533184357678,0.07583267117878342,0.46004314641866834
2014-11-01,-0.47199039869841886,1.7934399863199657,-0.26756141489214597,0.6393935714055021,-0.1446653845970377,-1.1110675034780835,-0.5902319178247682,0.42633992313310437,1.4787166304470185,1.0452206772658235
